Data;Mandante;Visitante;Rodad;Publico
02/08/2015;Joinville;Avaí;16ª Rodada;11245
08/08/2015;Avaí;Fluminense;17ª Rodada;10766
08/08/2015;Santos;Coritiba;17ª Rodada;12657
09/08/2015;Goiás;Atlético-MG;17ª Rodada;7026
09/08/2015;São Paulo;Corinthians;17ª Rodada;31284
09/08/2015;Chapecoense;Figueirense;17ª Rodada;8728
09/08/2015;Vasco;Joinville;17ª Rodada;35508
09/08/2015;Athlético-PR;Sport;17ª Rodada;24826
09/08/2015;Cruzeiro;Palmeiras;17ª Rodada;20839
09/08/2015;Grêmio;Internacional;17ª Rodada;42432
09/08/2015;Ponte Preta;Flamengo;17ª Rodada;11694
12/08/2015;Goiás;Chapecoense;18ª Rodada;1170
12/08/2015;Corinthians;Sport;18ª Rodada;30941
12/08/2015;Coritiba;Palmeiras;18ª Rodada;13373
12/08/2015;Flamengo;Athlético-PR;18ª Rodada;17962
12/08/2015;Internacional;Fluminense;18ª Rodada;9222
12/08/2015;Santos;Vasco;18ª Rodada;12038
12/08/2015;Figueirense;São Paulo;18ª Rodada;9922
13/08/2015;Atlético-MG;Grêmio;18ª Rodada;49250
13/08/2015;Joinville;Cruzeiro;18ª Rodada;10496
13/08/2015;Ponte Preta;Avaí;18ª Rodada;7667
15/08/2015;Athlético-PR;Santos;19ª Rodada;19849
15/08/2015;Vasco;Coritiba;19ª Rodada;8373
15/08/2015;São Paulo;Goiás;19ª Rodada;25406
16/08/2015;Cruzeiro;Internacional;19ª Rodada;14166
16/08/2015;Sport;Ponte Preta;19ª Rodada;14296
16/08/2015;Chapecoense;Atlético-MG;19ª Rodada;8133
16/08/2015;Avaí;Corinthians;19ª Rodada;11304
16/08/2015;Fluminense;Figueirense;19ª Rodada;19444
16/08/2015;Grêmio;Joinville;19ª Rodada;31183
16/08/2015;Palmeiras;Flamengo;19ª Rodada;37739
22/08/2015;Figueirense;Sport;20ª Rodada;4879
22/08/2015;Goiás;Vasco;20ª Rodada;11177
22/08/2015;Santos;Avaí;20ª Rodada;12036
23/08/2015;Ponte Preta;Grêmio;20ª Rodada;8612
23/08/2015;Atlético-MG;Palmeiras;20ª Rodada;17464
23/08/2015;Corinthians;Cruzeiro;20ª Rodada;41014
23/08/2015;Coritiba;Chapecoense;20ª Rodada;21114
23/08/2015;Flamengo;São Paulo;20ª Rodada;36991
23/08/2015;Internacional;Athlético-PR;20ª Rodada;19241
23/08/2015;Joinville;Fluminense;20ª Rodada;12395
29/08/2015;Vasco;Figueirense;21ª Rodada;17940
29/08/2015;São Paulo;Ponte Preta;21ª Rodada;12188
30/08/2015;Grêmio;Coritiba;21ª Rodada;43549
30/08/2015;Fluminense;Atlético-MG;21ª Rodada;17186
30/08/2015;Athlético-PR;Goiás;21ª Rodada;14348
30/08/2015;Avaí;Internacional;21ª Rodada;11150
30/08/2015;Chapecoense;Corinthians;21ª Rodada;13322
30/08/2015;Sport;Flamengo;21ª Rodada;30446
30/08/2015;Palmeiras;Joinville;21ª Rodada;28907
30/08/2015;Cruzeiro;Santos;21ª Rodada;8271
02/09/2015;Joinville;São Paulo;22ª Rodada;13064
02/09/2015;Coritiba;Sport;22ª Rodada;8303
02/09/2015;Atlético-MG;Athlético-PR;22ª Rodada;12064
02/09/2015;Corinthians;Fluminense;22ª Rodada;29328
02/09/2015;Ponte Preta;Cruzeiro;22ª Rodada;5343
02/09/2015;Flamengo;Avaí;22ª Rodada;22825
02/09/2015;Goiás;Palmeiras;22ª Rodada;16024
02/09/2015;Internacional;Vasco;22ª Rodada;15021
03/09/2015;Figueirense;Grêmio;22ª Rodada;10823
03/09/2015;Santos;Chapecoense;22ª Rodada;8047
05/09/2015;Athlético-PR;Joinville;23ª Rodada;13238
05/09/2015;Vasco;Atlético-MG;23ª Rodada;7771
05/09/2015;São Paulo;Internacional;23ª Rodada;20869
06/09/2015;Palmeiras;Corinthians;23ª Rodada;35707
06/09/2015;Chapecoense;Ponte Preta;23ª Rodada;5228
06/09/2015;Sport;Santos;23ª Rodada;7308
06/09/2015;Avaí;Coritiba;23ª Rodada;4773
06/09/2015;Cruzeiro;Figueirense;23ª Rodada;39040
06/09/2015;Fluminense;Flamengo;23ª Rodada;50468
06/09/2015;Grêmio;Goiás;23ª Rodada;27176
09/09/2015;Figueirense;Athlético-PR;24ª Rodada;5890
09/09/2015;Coritiba;Fluminense;24ª Rodada;12619
09/09/2015;Corinthians;Grêmio;24ª Rodada;30126
09/09/2015;Atlético-MG;Avaí;24ª Rodada;10388
09/09/2015;Internacional;Palmeiras;24ª Rodada;16334
09/09/2015;Santos;São Paulo;24ª Rodada;5552
09/09/2015;Ponte Preta;Vasco;24ª Rodada;3961
10/09/2015;Joinville;Chapecoense;24ª Rodada;7387
10/09/2015;Flamengo;Cruzeiro;24ª Rodada;38539
10/09/2015;Goiás;Sport;24ª Rodada;2650
12/09/2015;Coritiba;Internacional;25ª Rodada;14656
12/09/2015;Palmeiras;Figueirense;25ª Rodada;22794
13/09/2015;Cruzeiro;Atlético-MG;25ª Rodada;45991
13/09/2015;Avaí;Goiás;25ª Rodada;4767
13/09/2015;Corinthians;Joinville;25ª Rodada;41809
13/09/2015;Chapecoense;Flamengo;25ª Rodada;10800
13/09/2015;Ponte Preta;Santos;25ª Rodada;8273
13/09/2015;Grêmio;São Paulo;25ª Rodada;44227
13/09/2015;Sport;Fluminense;25ª Rodada;5333
13/09/2015;Vasco;Athlético-PR;25ª Rodada;9220
16/09/2015;Joinville;Sport;26ª Rodada;9512
16/09/2015;Cruzeiro;Vasco;26ª Rodada;19888
16/09/2015;Figueirense;Avaí;26ª Rodada;9618
16/09/2015;Athlético-PR;Grêmio;26ª Rodada;13619
16/09/2015;Internacional;Corinthians;26ª Rodada;19873
16/09/2015;Fluminense;Palmeiras;26ª Rodada;10140
16/09/2015;Goiás;Ponte Preta;26ª Rodada;2322
16/09/2015;Santos;Atlético-MG;26ª Rodada;6179
17/09/2015;São Paulo;Chapecoense;26ª Rodada;16442
17/09/2015;Flamengo;Coritiba;26ª Rodada;67011
19/09/2015;Internacional;Figueirense;27ª Rodada;16631
19/09/2015;Palmeiras;Grêmio;27ª Rodada;21257
19/09/2015;Ponte Preta;Fluminense;27ª Rodada;5470
20/09/2015;Atlético-MG;Flamengo;27ª Rodada;20203
20/09/2015;Avaí;São Paulo;27ª Rodada;9432
20/09/2015;Corinthians;Santos;27ª Rodada;41748
20/09/2015;Coritiba;Athlético-PR;27ª Rodada;30867
20/09/2015;Chapecoense;Cruzeiro;27ª Rodada;5915
20/09/2015;Goiás;Joinville;27ª Rodada;3961
20/09/2015;Vasco;Sport;27ª Rodada;19128
26/09/2015;Fluminense;Goiás;28ª Rodada;9238
26/09/2015;Grêmio;Avaí;28ª Rodada;13251
27/09/2015;Joinville;Atlético-MG;28ª Rodada;7486
27/09/2015;São Paulo;Palmeiras;28ª Rodada;25047
27/09/2015;Figueirense;Corinthians;28ª Rodada;9484
27/09/2015;Cruzeiro;Coritiba;28ª Rodada;22897
27/09/2015;Athlético-PR;Ponte Preta;28ª Rodada;12629
27/09/2015;Santos;Internacional;28ª Rodada;11043
27/09/2015;Sport;Chapecoense;28ª Rodada;4882
27/09/2015;Flamengo;Vasco;28ª Rodada;40240
03/10/2015;Coritiba;Atlético-MG;29ª Rodada;14469
03/10/2015;Internacional;Sport;29ª Rodada;14386
03/10/2015;São Paulo;Athlético-PR;29ª Rodada;11039
04/10/2015;Ponte Preta;Corinthians;29ª Rodada;10311
04/10/2015;Cruzeiro;Grêmio;29ª Rodada;29294
04/10/2015;Avaí;Vasco;29ª Rodada;14413
04/10/2015;Chapecoense;Palmeiras;29ª Rodada;16474
04/10/2015;Goiás;Figueirense;29ª Rodada;3117
04/10/2015;Flamengo;Joinville;29ª Rodada;52462
04/10/2015;Santos;Fluminense;29ª Rodada;7491
14/10/2015;Athlético-PR;Cruzeiro;30ª Rodada;11591
14/10/2015;Atlético-MG;Internacional;30ª Rodada;19023
14/10/2015;Figueirense;Flamengo;30ª Rodada;12820
14/10/2015;Fluminense;São Paulo;30ª Rodada;9230
14/10/2015;Joinville;Coritiba;30ª Rodada;7416
14/10/2015;Palmeiras;Ponte Preta;30ª Rodada;28981
14/10/2015;Sport;Avaí;30ª Rodada;4109
15/10/2015;Vasco;Chapecoense;30ª Rodada;25983
15/10/2015;Corinthians;Goiás;30ª Rodada;40925
15/10/2015;Grêmio;Santos;30ª Rodada;8837
17/10/2015;Joinville;Figueirense;31ª Rodada;8954
17/10/2015;Avaí;Palmeiras;31ª Rodada;9254
18/10/2015;São Paulo;Vasco;31ª Rodada;18329
18/10/2015;Grêmio;Chapecoense;31ª Rodada;19925
18/10/2015;Athlético-PR;Corinthians;31ª Rodada;23850
18/10/2015;Cruzeiro;Fluminense;31ª Rodada;38577
18/10/2015;Flamengo;Internacional;31ª Rodada;28786
18/10/2015;Ponte Preta;Coritiba;31ª Rodada;6535
18/10/2015;Santos;Goiás;31ª Rodada;6198
18/10/2015;Sport;Atlético-MG;31ª Rodada;13725
24/10/2015;Figueirense;Santos;32ª Rodada;7634
24/10/2015;Fluminense;Athlético-PR;32ª Rodada;7012
24/10/2015;Internacional;Joinville;32ª Rodada;19133
24/10/2015;Palmeiras;Sport;32ª Rodada;19395
25/10/2015;Chapecoense;Avaí;32ª Rodada;7919
25/10/2015;Vasco;Grêmio;32ª Rodada;20207
25/10/2015;Atlético-MG;Ponte Preta;32ª Rodada;13232
25/10/2015;Corinthians;Flamengo;32ª Rodada;43515
25/10/2015;Goiás;Cruzeiro;32ª Rodada;12393
25/10/2015;Coritiba;São Paulo;32ª Rodada;15002
31/10/2015;Avaí;Cruzeiro;33ª Rodada;5114
31/10/2015;Coritiba;Figueirense;33ª Rodada;6196
31/10/2015;Ponte Preta;Joinville;33ª Rodada;4858
31/10/2015;São Paulo;Sport;33ª Rodada;13966
01/11/2015;Chapecoense;Athlético-PR;33ª Rodada;12419
01/11/2015;Atlético-MG;Corinthians;33ª Rodada;21798
01/11/2015;Vasco;Fluminense;33ª Rodada;11957
01/11/2015;Goiás;Internacional;33ª Rodada;6420
01/11/2015;Grêmio;Flamengo;33ª Rodada;35160
01/11/2015;Santos;Palmeiras;33ª Rodada;11767
07/11/2015;Athlético-PR;Avaí;34ª Rodada;9491
07/11/2015;Fluminense;Chapecoense;34ª Rodada;4153
07/11/2015;Corinthians;Coritiba;34ª Rodada;43688
07/11/2015;Internacional;Ponte Preta;34ª Rodada;17431
08/11/2015;Joinville;Santos;34ª Rodada;9679
08/11/2015;Figueirense;Atlético-MG;34ª Rodada;11556
08/11/2015;Cruzeiro;São Paulo;34ª Rodada;33417
08/11/2015;Flamengo;Goiás;34ª Rodada;12634
08/11/2015;Sport;Grêmio;34ª Rodada;9748
08/11/2015;Palmeiras;Vasco;34ª Rodada;28800
15/11/2015;Cruzeiro;Sport;35ª Rodada;25851
18/11/2015;Athlético-PR;Palmeiras;35ª Rodada;13650
18/11/2015;Avaí;Joinville;35ª Rodada;8153
18/11/2015;Goiás;Coritiba;35ª Rodada;16896
18/11/2015;Ponte Preta;Figueirense;35ª Rodada;4153
19/11/2015;VASCO;CORINTHIANS;35ª Rodada;17325
19/11/2015;Santos;Flamengo;35ª Rodada;8071
19/11/2015;Chapecoense;Internacional;35ª Rodada;12963
19/11/2015;Grêmio;Fluminense;35ª Rodada;14241
19/11/2015;São Paulo;Atlético-MG;35ª Rodada;18199
21/11/2015;Palmeiras;Cruzeiro;36ª Rodada;19395
22/11/2015;Sport;Athlético-PR;36ª Rodada;0
22/11/2015;Figueirense;Chapecoense;36ª Rodada;9635
22/11/2015;Atlético-MG;Goiás;36ª Rodada;9373
22/11/2015;Flamengo;Ponte Preta;36ª Rodada;12814
22/11/2015;Corinthians;São Paulo;36ª Rodada;44976
22/11/2015;Coritiba;Santos;36ª Rodada;0
22/11/2015;Fluminense;Avaí;36ª Rodada;9183
22/11/2015;Internacional;Grêmio;36ª Rodada;30682
22/11/2015;Joinville;Vasco;36ª Rodada;7026
28/11/2015;Fluminense;Internacional;37ª Rodada;6645
28/11/2015;Avaí;Ponte Preta;37ª Rodada;7150
28/11/2015;São Paulo;Figueirense;37ª Rodada;19987
29/11/2015;Athlético-PR;Flamengo;37ª Rodada;23975
29/11/2015;Palmeiras;Coritiba;37ª Rodada;15037
29/11/2015;Cruzeiro;Joinville;37ª Rodada;24933
29/11/2015;Chapecoense;Goiás;37ª Rodada;9831
29/11/2015;Grêmio;Atlético-MG;37ª Rodada;36862
29/11/2015;Sport;Corinthians;37ª Rodada;16763
29/11/2015;Vasco;Santos;37ª Rodada;10614
06/12/2015;Corinthians;Avaí;38ª Rodada;43389
06/12/2015;Coritiba;Vasco;38ª Rodada;10322
06/12/2015;Atlético-MG;Chapecoense;38ª Rodada;31941
06/12/2015;Figueirense;Fluminense;38ª Rodada;16047
06/12/2015;Joinville;Grêmio;38ª Rodada;5979
06/12/2015;Internacional;Cruzeiro;38ª Rodada;28836
06/12/2015;Flamengo;Palmeiras;38ª Rodada;14136
06/12/2015;Santos;Athlético-PR;38ª Rodada;3836
06/12/2015;Goiás;São Paulo;38ª Rodada;33265
06/12/2015;Ponte Preta;Sport;38ª Rodada;2542
14/05/2016;Atlético-MG;Santos;1ª Rodada;4889
14/05/2016;Coritiba;Cruzeiro;1ª Rodada;6028
14/05/2016;Flamengo;Sport;1ª Rodada;7863
14/05/2016;Palmeiras;Athlético-PR;1ª Rodada;33629
15/05/2016;Internacional;Chapecoense;1ª Rodada;10314
15/05/2016;Corinthians;Grêmio;1ª Rodada;31533
15/05/2016;Figueirense;Ponte Preta;1ª Rodada;5458
15/05/2016;América-MG;Fluminense;1ª Rodada;2078
15/05/2016;Santa Cruz;Vitória;1ª Rodada;16649
15/05/2016;Botafogo-RJ;São Paulo;1ª Rodada;3600
21/05/2016;Cruzeiro;Figueirense;2ª Rodada;12647
21/05/2016;Fluminense;Santa Cruz;2ª Rodada;3150
21/05/2016;Ponte Preta;Palmeiras;2ª Rodada;7061
22/05/2016;Athlético-PR;Atlético-MG;2ª Rodada;11804
22/05/2016;Sport;Botafogo-RJ;2ª Rodada;5218
22/05/2016;Chapecoense;América-MG;2ª Rodada;2057
22/05/2016;Grêmio;Flamengo;2ª Rodada;15976
22/05/2016;São Paulo;Internacional;2ª Rodada;19509
22/05/2016;Santos;Coritiba;2ª Rodada;7472
22/05/2016;Vitória;Corinthians;2ª Rodada;12417
25/05/2016;Flamengo;Chapecoense;3ª Rodada;2252
25/05/2016;Figueirense;Santos;3ª Rodada;5849
25/05/2016;Coritiba;São Paulo;3ª Rodada;9979
25/05/2016;América-MG;Vitória;3ª Rodada;1318
25/05/2016;Botafogo-RJ;Athlético-PR;3ª Rodada;4384
25/05/2016;Palmeiras;Fluminense;3ª Rodada;28534
25/05/2016;Santa Cruz;Cruzeiro;3ª Rodada;16331
26/05/2016;Corinthians;Ponte Preta;3ª Rodada;35573
26/05/2016;Atlético-MG;Grêmio;3ª Rodada;17426
26/05/2016;Internacional;Sport;3ª Rodada;24840
28/05/2016;Cruzeiro;América-MG;4ª Rodada;11266
28/05/2016;Chapecoense;Santa Cruz;4ª Rodada;4734
28/05/2016;Athlético-PR;Figueirense;4ª Rodada;10479
29/05/2016;Vitória;Atlético-MG;4ª Rodada;12791
29/05/2016;Sport;Corinthians;4ª Rodada;13839
29/05/2016;Ponte Preta;Flamengo;4ª Rodada;7106
29/05/2016;Fluminense;Botafogo-RJ;4ª Rodada;2860
29/05/2016;Grêmio;Coritiba;4ª Rodada;10825
29/05/2016;Santos;Internacional;4ª Rodada;4468
29/05/2016;São Paulo;Palmeiras;4ª Rodada;21016
01/06/2016;Atlético-MG;Fluminense;5ª Rodada;8144
01/06/2016;Coritiba;Chapecoense;5ª Rodada;2852
01/06/2016;Corinthians;Santos;5ª Rodada;30187
01/06/2016;Botafogo-RJ;Cruzeiro;5ª Rodada;7057
01/06/2016;Figueirense;São Paulo;5ª Rodada;5271
01/06/2016;Internacional;Athlético-PR;5ª Rodada;17874
01/06/2016;Santa Cruz;Sport;5ª Rodada;14987
02/06/2016;Flamengo;Vitória;5ª Rodada;4661
02/06/2016;Palmeiras;Grêmio;5ª Rodada;19198
02/06/2016;América-MG;Ponte Preta;5ª Rodada;1466
04/06/2016;Chapecoense;Fluminense;6ª Rodada;5817
04/06/2016;Athlético-PR;Santa Cruz;6ª Rodada;11863
04/06/2016;Corinthians;Coritiba;6ª Rodada;26958
05/06/2016;Sport;Atlético-MG;6ª Rodada;12916
05/06/2016;América-MG;Figueirense;6ª Rodada;2173
05/06/2016;Grêmio;Ponte Preta;6ª Rodada;15125
05/06/2016;Flamengo;Palmeiras;6ª Rodada;54665
05/06/2016;Santos;Botafogo-RJ;6ª Rodada;16530
05/06/2016;Cruzeiro;São Paulo;6ª Rodada;18880
05/06/2016;Vitória;Internacional;6ª Rodada;8924
11/06/2016;Fluminense;Grêmio;7ª Rodada;2807
11/06/2016;São Paulo;Athlético-PR;7ª Rodada;12389
11/06/2016;Internacional;América-MG;7ª Rodada;15640
11/06/2016;Ponte Preta;Chapecoense;7ª Rodada;3826
12/06/2016;Botafogo-RJ;Vitória;7ª Rodada;1203
12/06/2016;Coritiba;Sport;7ª Rodada;8221
12/06/2016;Atlético-MG;Cruzeiro;7ª Rodada;19484
12/06/2016;Figueirense;Flamengo;7ª Rodada;10948
12/06/2016;Palmeiras;Corinthians;7ª Rodada;39935
12/06/2016;Santa Cruz;Santos;7ª Rodada;16464
15/06/2016;Chapecoense;Grêmio;8ª Rodada;13154
15/06/2016;Coritiba;Palmeiras;8ª Rodada;12794
15/06/2016;Botafogo-RJ;América-MG;8ª Rodada;883
15/06/2016;Cruzeiro;Flamengo;8ª Rodada;17593
15/06/2016;Ponte Preta;Athlético-PR;8ª Rodada;3090
15/06/2016;Santa Cruz;Figueirense;8ª Rodada;10019
15/06/2016;Santos;Sport;8ª Rodada;4937
15/06/2016;São Paulo;Vitória;8ª Rodada;9213
16/06/2016;Fluminense;Corinthians;8ª Rodada;21148
16/06/2016;Internacional;Atlético-MG;8ª Rodada;21881
18/06/2016;América-MG;Coritiba;9ª Rodada;796
18/06/2016;Athlético-PR;Santos;9ª Rodada;15359
18/06/2016;Palmeiras;Santa Cruz;9ª Rodada;34162
19/06/2016;Flamengo;São Paulo;9ª Rodada;27223
19/06/2016;Atlético-MG;Ponte Preta;9ª Rodada;16042
19/06/2016;Vitória;Chapecoense;9ª Rodada;7702
19/06/2016;Corinthians;Botafogo-RJ;9ª Rodada;34747
19/06/2016;Figueirense;Internacional;9ª Rodada;8741
19/06/2016;Grêmio;Cruzeiro;9ª Rodada;16566
19/06/2016;Sport;Fluminense;9ª Rodada;8065
21/06/2016;Palmeiras;América-MG;10ª Rodada;27429
22/06/2016;Chapecoense;Athlético-PR;10ª Rodada;3788
22/06/2016;Botafogo-RJ;Figueirense;10ª Rodada;2797
22/06/2016;Atlético-MG;Corinthians;10ª Rodada;34426
22/06/2016;Ponte Preta;Cruzeiro;10ª Rodada;4183
22/06/2016;Santa Cruz;Flamengo;10ª Rodada;12739
22/06/2016;Fluminense;Santos;10ª Rodada;4721
23/06/2016;Coritiba;Internacional;10ª Rodada;8798
23/06/2016;São Paulo;Sport;10ª Rodada;11145
23/06/2016;Grêmio;Vitória;10ª Rodada;12636
25/06/2016;Corinthians;Santa Cruz;11ª Rodada;25501
25/06/2016;Cruzeiro;Palmeiras;11ª Rodada;18082
26/06/2016;Figueirense;Coritiba;11ª Rodada;5834
26/06/2016;Vitória;Ponte Preta;11ª Rodada;4814
26/06/2016;América-MG;Atlético-MG;11ª Rodada;9516
26/06/2016;Athlético-PR;Grêmio;11ª Rodada;16838
26/06/2016;Internacional;Botafogo-RJ;11ª Rodada;21562
26/06/2016;Flamengo;Fluminense;11ª Rodada;25946
26/06/2016;Santos;São Paulo;11ª Rodada;23397
26/06/2016;Sport;Chapecoense;11ª Rodada;7868
29/06/2016;Chapecoense;Cruzeiro;12ª Rodada;6774
29/06/2016;América-MG;Corinthians;12ª Rodada;3386
29/06/2016;Coritiba;Athlético-PR;12ª Rodada;12861
29/06/2016;Flamengo;Internacional;12ª Rodada;19558
29/06/2016;Grêmio;Santos;12ª Rodada;13088
29/06/2016;São Paulo;Fluminense;12ª Rodada;10323
29/06/2016;Vitória;Sport;12ª Rodada;5840
30/06/2016;Atlético-MG;Botafogo-RJ;12ª Rodada;36129
30/06/2016;Palmeiras;Figueirense;12ª Rodada;32834
30/06/2016;Santa Cruz;Ponte Preta;12ª Rodada;7025
02/07/2016;Fluminense;Coritiba;13ª Rodada;917
02/07/2016;Athlético-PR;América-MG;13ª Rodada;10137
03/07/2016;Figueirense;Atlético-MG;13ª Rodada;5226
03/07/2016;Cruzeiro;Vitória;13ª Rodada;43821
03/07/2016;Botafogo-RJ;Santa Cruz;13ª Rodada;5033
03/07/2016;Corinthians;Flamengo;13ª Rodada;32577
03/07/2016;Internacional;Grêmio;13ª Rodada;36229
03/07/2016;Ponte Preta;São Paulo;13ª Rodada;5551
03/07/2016;Santos;Chapecoense;13ª Rodada;10322
04/07/2016;Sport;Palmeiras;13ª Rodada;24968
09/07/2016;Coritiba;Botafogo-RJ;14ª Rodada;10922
09/07/2016;Chapecoense;Corinthians;14ª Rodada;11615
09/07/2016;Ponte Preta;Sport;14ª Rodada;3086
10/07/2016;Vitória;Fluminense;14ª Rodada;6938
10/07/2016;Flamengo;Atlético-MG;14ª Rodada;23390
10/07/2016;Grêmio;Figueirense;14ª Rodada;34013
10/07/2016;Santa Cruz;Internacional;14ª Rodada;7282
10/07/2016;São Paulo;América-MG;14ª Rodada;8198
11/07/2016;Cruzeiro;Athlético-PR;14ª Rodada;32042
12/07/2016;Palmeiras;Santos;14ª Rodada;40035
16/07/2016;Botafogo-RJ;Flamengo;15ª Rodada;9989
16/07/2016;Santos;Ponte Preta;15ª Rodada;11979
17/07/2016;Figueirense;Chapecoense;15ª Rodada;6017
17/07/2016;Corinthians;São Paulo;15ª Rodada;42099
17/07/2016;Athlético-PR;Vitória;15ª Rodada;15683
17/07/2016;Fluminense;Cruzeiro;15ª Rodada;8381
17/07/2016;Internacional;Palmeiras;15ª Rodada;27293
17/07/2016;América-MG;Santa Cruz;15ª Rodada;1441
17/07/2016;Sport;Grêmio;15ª Rodada;9675
18/07/2016;Atlético-MG;Coritiba;15ª Rodada;19965
23/07/2016;Corinthians;Figueirense;16ª Rodada;38507
23/07/2016;Santa Cruz;Coritiba;16ª Rodada;7970
24/07/2016;Ponte Preta;Internacional;16ª Rodada;5940
24/07/2016;Palmeiras;Atlético-MG;16ª Rodada;39400
24/07/2016;Athlético-PR;Fluminense;16ª Rodada;14959
24/07/2016;Chapecoense;Botafogo-RJ;16ª Rodada;7013
24/07/2016;Grêmio;São Paulo;16ª Rodada;37069
24/07/2016;Vitória;Santos;16ª Rodada;9244
24/07/2016;Cruzeiro;Sport;16ª Rodada;18561
25/07/2016;Flamengo;América-MG;16ª Rodada;14966
30/07/2016;Atlético-MG;Santa Cruz;17ª Rodada;16804
30/07/2016;Figueirense;Vitória;17ª Rodada;4252
30/07/2016;Sport;Athlético-PR;17ª Rodada;20624
31/07/2016;São Paulo;Chapecoense;17ª Rodada;54996
31/07/2016;América-MG;Grêmio;17ª Rodada;1534
31/07/2016;Botafogo-RJ;Palmeiras;17ª Rodada;7743
31/07/2016;Internacional;Corinthians;17ª Rodada;30098
31/07/2016;Coritiba;Flamengo;17ª Rodada;16177
31/07/2016;Fluminense;Ponte Preta;17ª Rodada;8198
31/07/2016;Santos;Cruzeiro;17ª Rodada;13830
03/08/2016;Sport;América-MG;18ª Rodada;19325
03/08/2016;Santos;Flamengo;18ª Rodada;21814
03/08/2016;Athlético-PR;Corinthians;18ª Rodada;25379
03/08/2016;Vitória;Coritiba;18ª Rodada;7182
04/08/2016;Chapecoense;Palmeiras;18ª Rodada;9167
04/08/2016;Grêmio;Santa Cruz;18ª Rodada;16068
04/08/2016;São Paulo;Atlético-MG;18ª Rodada;15717
04/08/2016;Cruzeiro;Internacional;18ª Rodada;10277
04/08/2016;Ponte Preta;Botafogo-RJ;18ª Rodada;5050
06/08/2016;Flamengo;Athlético-PR;19ª Rodada;17049
07/08/2016;Internacional;Fluminense;19ª Rodada;19552
07/08/2016;Figueirense;Sport;19ª Rodada;5075
07/08/2016;América-MG;Santos;19ª Rodada;2113
07/08/2016;Coritiba;Ponte Preta;19ª Rodada;7238
07/08/2016;Palmeiras;Vitória;19ª Rodada;30330
07/08/2016;Santa Cruz;São Paulo;19ª Rodada;10869
08/08/2016;Corinthians;Cruzeiro;19ª Rodada;33416
08/08/2016;Atlético-MG;Chapecoense;19ª Rodada;17484
13/08/2016;Ponte Preta;Figueirense;20ª Rodada;3754
13/08/2016;Sport;Flamengo;20ª Rodada;21793
14/08/2016;Cruzeiro;Coritiba;20ª Rodada;13814
14/08/2016;Vitória;Santa Cruz;20ª Rodada;6797
14/08/2016;São Paulo;Botafogo-RJ;20ª Rodada;14399
14/08/2016;Fluminense;América-MG;20ª Rodada;5885
14/08/2016;Grêmio;Corinthians;20ª Rodada;46163
14/08/2016;Athlético-PR;Palmeiras;20ª Rodada;23911
14/08/2016;Santos;Atlético-MG;20ª Rodada;10250
15/08/2016;Chapecoense;Internacional;20ª Rodada;11360
19/08/2016;América-MG;Chapecoense;21ª Rodada;1191
20/08/2016;Botafogo-RJ;Sport;21ª Rodada;4771
21/08/2016;Palmeiras;Ponte Preta;21ª Rodada;29138
21/08/2016;Internacional;São Paulo;21ª Rodada;23079
21/08/2016;Atlético-MG;Athlético-PR;21ª Rodada;17503
21/08/2016;Coritiba;Santos;21ª Rodada;7972
21/08/2016;Figueirense;Cruzeiro;21ª Rodada;2578
21/08/2016;Flamengo;Grêmio;21ª Rodada;22552
21/08/2016;Santa Cruz;Fluminense;21ª Rodada;8279
22/08/2016;Corinthians;Vitória;21ª Rodada;20207
27/08/2016;Ponte Preta;Corinthians;22ª Rodada;8529
28/08/2016;Grêmio;Atlético-MG;22ª Rodada;30631
28/08/2016;São Paulo;Coritiba;22ª Rodada;7836
28/08/2016;Sport;Internacional;22ª Rodada;7491
28/08/2016;Cruzeiro;Santa Cruz;22ª Rodada;49208
28/08/2016;Santos;Figueirense;22ª Rodada;11456
28/08/2016;Chapecoense;Flamengo;22ª Rodada;11562
28/08/2016;Fluminense;Palmeiras;22ª Rodada;12037
28/08/2016;Vitória;América-MG;22ª Rodada;8490
29/08/2016;Athlético-PR;Botafogo-RJ;22ª Rodada;11453
03/09/2016;Fluminense;Figueirense;18ª Rodada;5154
04/09/2016;Botafogo-RJ;Grêmio;19ª Rodada;4738
07/09/2016;Santa Cruz;Chapecoense;23ª Rodada;9918
07/09/2016;Atlético-MG;Vitória;23ª Rodada;13532
07/09/2016;Botafogo-RJ;Fluminense;23ª Rodada;9211
07/09/2016;Coritiba;Grêmio;23ª Rodada;8507
07/09/2016;Figueirense;Athlético-PR;23ª Rodada;5744
07/09/2016;Flamengo;Ponte Preta;23ª Rodada;14721
07/09/2016;Palmeiras;São Paulo;23ª Rodada;39944
08/09/2016;Corinthians;Sport;23ª Rodada;24360
08/09/2016;América-MG;Cruzeiro;23ª Rodada;5651
08/09/2016;Internacional;Santos;23ª Rodada;29996
10/09/2016;Vitória;Flamengo;24ª Rodada;28387
11/09/2016;Ponte Preta;América-MG;24ª Rodada;4386
11/09/2016;Grêmio;Palmeiras;24ª Rodada;19514
11/09/2016;Athlético-PR;Internacional;24ª Rodada;12756
11/09/2016;Cruzeiro;Botafogo-RJ;24ª Rodada;26611
11/09/2016;Chapecoense;Coritiba;24ª Rodada;6101
11/09/2016;Santos;Corinthians;24ª Rodada;8610
